"Energy","CPS","Spectrum"
"520",10.4116071,0.72641401852995,"blackdiamond"
"521",10.431668,0.715238418244874,"blackdiamond"
"522",10.4517289,0.782292019955331,"blackdiamond"
"523",10.4717898,0.730139218624975,"blackdiamond"
"524",10.4918507,0.648184816534417,"blackdiamond"
"525",10.5119116,0.737589618815026,"blackdiamond"
"526",10.5319725,0.72641401852995,"blackdiamond"
"527",10.5520334,0.715238418244874,"blackdiamond"
"528",10.5720943,0.778566819860305,"blackdiamond"
"529",10.5921552,0.637009216249341,"blackdiamond"
"530",10.6122161,0.651910016629442,"blackdiamond"
"531",10.632277,0.666810817009544,"blackdiamond"
"532",10.6523379,0.771116419670254,"blackdiamond"
"533",10.6723988,0.711513218149848,"blackdiamond"
"534",10.6924597,0.756215619290153,"blackdiamond"
"535",10.7125206,0.670536017104569,"blackdiamond"
"536",10.7325815,0.797192820335432,"blackdiamond"
"537",10.7526424,0.651910016629442,"blackdiamond"
